id_cliente,Churn,Genero,Idoso,Parceiro,Dependentes,Tempo de serviço,Telefone,Multiplas linhas,Servico de internet,Seguranca online,Backup,Protecao de dispositivo,Suporte tecnico,Streaming TV,Streaming Filmes,Contrato,Faturamento,Metodo de pagamento,valor_mensal,valor_total,Contas_Diarias
0047ZHDTW,,Feminino,Não,0,0,11,1,Yes,Fiber optic,Yes,No,No,No,No,No,Monthtomonth,Yes,Bank transfer automatic,79.0,929.3,2.6333333333333333
0048LUMLS,,Masculino,Não,1,1,37,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card automatic,91.2,3247.55,3.04
0048PIHNL,,Feminino,Não,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer automatic,20.45,900.9,0.6816666666666666
0052DCKON,,Masculino,Não,1,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer automatic,115.8,7942.15,3.86
0052YNYOT,,Feminino,Não,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,0.685
0056EPFBG,,Masculino,Não,1,1,20,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card automatic,39.4,825.4,1.3133333333333332
0057QBUQH,,Feminino,Não,0,1,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,0.8366666666666667
0058EVZWM,,Feminino,Não,1,0,55,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Monthtomonth,Yes,Bank transfer automatic,89.8,4959.6,2.993333333333333
0060FUALY,,Feminino,Não,1,0,59,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Monthtomonth,Yes,Electronic check,94.75,5597.65,3.158333333333333
0064SUDOG,,Feminino,Não,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,20.3,224.5,0.6766666666666666
0064YIJGF,,Masculino,Não,1,1,27,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Bank transfer automatic,75.75,1929.0,2.525
0067DKWBL,,Masculino,Sim,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Electronic check,49.25,91.1,1.6416666666666666
0068FIGTF,,Feminino,Não,0,0,27,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.2,2078.95,2.606666666666667
0071NDAFP,,Masculino,Não,1,1,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,25.5,630.6,0.85
0074HDKDG,,Masculino,Não,1,1,25,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer automatic,61.6,1611.0,2.0533333333333332
0076LVEPS,,Masculino,Não,0,1,29,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Monthtomonth,Yes,Mailed check,45.0,1242.45,1.5
0078XZMHT,,Masculino,Não,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer automatic,85.15,6316.2,2.8383333333333334
0080EMYVY,,Feminino,Não,0,0,14,1,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card automatic,51.45,727.85,1.715
0080OROZO,,Feminino,Não,0,0,35,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,3.308333333333333
0082LDZUE,,Masculino,Não,0,0,1,1,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailed check,44.3,44.3,1.4766666666666666
0082OQIQY,,Masculino,Não,0,0,29,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,94.2,2607.6,3.14
0083PIVIK,,Masculino,Não,0,0,64,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,2.7083333333333335
0089IIQKO,,Feminino,Não,1,1,39,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Credit card automatic,99.95,3767.4,3.3316666666666666
0093EXYQL,,Feminino,Sim,0,0,40,1,No,Fiber optic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,91.55,3673.6,3.0516666666666667
0093XWZFY,,Masculino,Não,0,0,40,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Credit card automatic,104.5,4036.85,3.4833333333333334
0094OIFMO,,Feminino,Sim,0,0,11,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,95.0,1120.3,3.1666666666666665
0096BXERS,,Feminino,Não,1,0,6,1,Yes,DSL,No,No,No,No,No,No,Monthtomonth,No,Electronic check,50.35,314.55,1.6783333333333335
0096FCPUF,,Masculino,Não,0,0,30,1,Yes,DSL,Yes,No,No,No,No,Yes,Monthtomonth,Yes,Mailed check,64.5,1888.45,2.15
0098BOWSO,,Masculino,Não,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Electronic check,19.4,529.8,0.6466666666666666
0100DUVFC,,Masculino,Sim,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,3.493333333333333
0103CSITQ,,Feminino,Não,1,0,57,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer automatic,109.4,6252.7,3.646666666666667
0104PPXDV,,Masculino,Não,1,0,58,1,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card automatic,50.3,2878.55,1.6766666666666665
0106GHRQR,,Masculino,Não,0,0,16,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Monthtomonth,Yes,Bank transfer automatic,71.4,1212.1,2.3800000000000003
0106UGRDO,,Feminino,Não,1,0,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,3.8666666666666667
0107WESLM,,Masculino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Electronic check,19.85,19.85,0.6616666666666667
0107YHINA,,Masculino,Não,0,1,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,99.75,99.75,3.325
0111KLBQG,,Masculino,Sim,1,1,32,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Mailed check,93.95,2861.45,3.131666666666667
0112QAWRZ,,Masculino,Não,1,1,16,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Bank transfer automatic,90.8,1442.2,3.0266666666666664
0112QWPNC,,Masculino,Não,1,0,49,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,2.8116666666666665
0114IGABW,,Feminino,Não,1,0,71,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer automatic,58.25,4145.9,1.9416666666666667
0114PEGZZ,,Feminino,Não,0,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,No,Electronic check,107.55,3645.5,3.585
0114RSRRW,,Feminino,Não,1,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Bank transfer automatic,19.95,187.75,0.6649999999999999
0115TFERT,,Masculino,Não,1,0,21,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,111.2,2317.1,3.7066666666666666
0117LFRMW,,Masculino,Não,1,1,37,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Monthtomonth,No,Bank transfer automatic,40.2,1448.8,1.34
0118JPNOY,,Feminino,Sim,0,0,26,1,No,Fiber optic,Yes,No,No,No,Yes,No,Monthtomonth,Yes,Credit card automatic,85.8,2193.65,2.86
0120YZLQA,,Masculino,Não,0,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card automatic,19.9,1355.1,0.6633333333333333
0121SNYRK,,Masculino,Não,0,0,50,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,1.18
0122OAHPZ,,Feminino,Não,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,73.85,511.25,2.4616666666666664
0123CRBRT,,Feminino,Não,1,1,61,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,2.9366666666666665
0125LZQXK,,Masculino,Não,0,0,15,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,101.35,1553.95,3.378333333333333
0128MKWSG,,Feminino,Não,0,1,26,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Monthtomonth,No,Mailed check,45.8,1147.0,1.5266666666666666
0129KPTWJ,,Masculino,Não,1,0,72,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,94.65,6747.35,3.1550000000000002
0129QMPDR,,Masculino,Não,1,1,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer automatic,20.5,865.05,0.6833333333333333
0130SXOUN,,Masculino,Não,0,0,66,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Monthtomonth,No,Credit card automatic,89.4,5976.9,2.98
0133BMFZO,,Feminino,Não,0,0,2,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Monthtomonth,Yes,Electronic check,86.25,181.65,2.875
0134XWXCE,,Feminino,Sim,0,0,44,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer automatic,74.85,3268.05,2.4949999999999997
0135NMXAP,,Feminino,Não,0,0,12,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Bank transfer automatic,89.75,1052.4,2.9916666666666667
0136IFMYD,,Masculino,Sim,1,0,69,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,3.665
0137OCGAB,,Feminino,Não,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,No,No,Monthtomonth,Yes,Mailed check,80.2,80.2,2.6733333333333333
0137UDEUO,,Feminino,Não,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.85,63.75,0.6616666666666667
0139IVFJG,,Feminino,Não,1,0,2,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Monthtomonth,No,Electronic check,90.35,190.5,3.0116666666666663
0141YEAYS,,Feminino,Sim,0,0,27,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Monthtomonth,Yes,Bank transfer automatic,86.45,2401.05,2.881666666666667
0142GVYSN,,Masculino,Não,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Electronic check,20.3,511.25,0.6766666666666666
0147ESWWR,,Feminino,Sim,1,0,39,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,101.25,3949.15,3.375
0148DCDOS,,Masculino,Não,0,0,25,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,94.7,2362.1,3.1566666666666667
0151ONTOV,,Feminino,Não,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,No,Mailed check,70.9,70.9,2.3633333333333337
0154QYHJU,,Masculino,Não,0,0,29,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2,1.9583333333333333
0156FVPTA,,Masculino,Não,1,0,22,1,No,DSL,Yes,No,No,Yes,No,No,Monthtomonth,Yes,Electronic check,54.2,1152.7,1.8066666666666669
0162RZGMZ,,Feminino,Sim,0,0,5,1,No,DSL,Yes,Yes,No,Yes,No,No,Monthtomonth,No,Credit card automatic,59.9,287.85,1.9966666666666666
0164APGRB,,Feminino,Não,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9,8496.7,3.83
0164XAIRP,,Feminino,Não,0,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer automatic,19.55,470.2,0.6516666666666667
0168XZKBB,,Feminino,Não,1,0,19,1,Yes,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electronic check,86.85,1564.4,2.895
0174QRVVY,,Masculino,Não,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,25.35,1847.55,0.8450000000000001
0177PXBAT,,Masculino,Sim,1,0,33,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,109.9,3694.7,3.6633333333333336
0178CIIKR,,Feminino,Não,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.95,58.0,0.6649999999999999
0178SZBHO,,Masculino,Não,1,1,47,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Monthtomonth,No,Electronic check,87.2,4017.45,2.9066666666666667
0181RITDD,,Masculino,Não,1,1,62,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,3.605
0186CAERR,,Masculino,Não,0,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer automatic,116.3,8309.55,3.8766666666666665
0187QSXOE,,Masculino,Sim,1,0,7,1,No,Fiber optic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,89.0,605.45,2.966666666666667
0187WZNAB,,Feminino,Não,1,1,27,1,No,Fiber optic,Yes,No,No,No,No,No,Monthtomonth,No,Mailed check,74.4,1972.35,2.48
0188GWFLE,,Masculino,Não,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,20.05,33.7,0.6683333333333333
0191EQUUH,,Feminino,Não,0,1,25,0,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer automatic,35.05,844.45,1.1683333333333332
0191ZHSKZ,,Masculino,Sim,0,0,30,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,74.75,2111.3,2.4916666666666667
0193ESZXP,,Feminino,Sim,1,0,58,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card automatic,105.5,6205.5,3.5166666666666666
0195IESCP,,Masculino,Não,1,0,10,1,Yes,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,85.25,855.3,2.841666666666667
0196JTUQI,,Feminino,Não,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Credit card automatic,75.2,633.85,2.506666666666667
0196VULGZ,,Feminino,Sim,1,0,6,1,Yes,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,84.35,474.9,2.8116666666666665
0197PNKNK,,Feminino,Não,1,1,69,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer automatic,84.45,5848.6,2.815
0201MIBOL,,Feminino,Sim,0,0,66,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer automatic,102.4,6471.85,3.4133333333333336
0201OAMXR,,Feminino,Não,0,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card automatic,115.55,8127.6,3.8516666666666666
0203HHYIJ,,Masculino,Não,0,0,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer automatic,25.3,676.35,0.8433333333333334
0206OYVOC,,Feminino,Não,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,0.6416666666666667
0206TBWLC,,Feminino,Não,1,0,54,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,3.8216666666666668
0207MDKNV,,Feminino,Não,0,0,15,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Monthtomonth,No,Electronic check,105.1,1582.75,3.503333333333333
0208BPQEJ,,Feminino,Não,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Bank transfer automatic,19.4,198.1,0.6466666666666666
0212ISBBF,,Feminino,Não,0,0,22,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,50.35,1098.85,1.6783333333333335
0214JHPFW,,Feminino,Não,1,0,70,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer automatic,57.8,4039.3,1.9266666666666665
0215BQKGS,,Masculino,Não,0,0,30,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Monthtomonth,Yes,Credit card automatic,84.3,2438.6,2.81
0218QNVAS,,Masculino,Não,1,1,71,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer automatic,100.55,7113.75,3.3516666666666666
0219QAERP,,Masculino,Não,1,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card automatic,19.8,576.65,0.66
0219YTZUE,,Masculino,Não,1,1,4,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Monthtomonth,Yes,Bank transfer automatic,84.8,371.9,2.8266666666666667
0220EBGCE,,Masculino,Não,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,Yes,Monthtomonth,Yes,Electronic check,85.85,167.3,2.8616666666666664
0221NAUXK,,Masculino,Não,0,1,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer automatic,19.95,219.5,0.6649999999999999
0221WMXNQ,,Masculino,Sim,0,0,4,1,No,Fiber optic,Yes,No,No,No,No,No,Monthtomonth,No,Electronic check,75.35,273.4,2.5116666666666663
0222CNVPT,,Masculino,Sim,0,0,52,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,Monthtomonth,Yes,Credit card automatic,48.8,2555.05,1.6266666666666665
0224HJAPT,,Masculino,Não,0,0,5,1,Yes,DSL,No,No,No,No,No,No,Monthtomonth,No,Electronic check,47.15,223.15,1.5716666666666665
0224NIJLP,,Masculino,Não,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,0.6716666666666666
0224RLWWD,,Feminino,Sim,0,0,2,1,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,44.3,89.3,1.4766666666666666
0225ZORZP,,Masculino,Não,0,0,3,1,No,Fiber optic,No,Yes,No,No,No,Yes,Monthtomonth,No,Electronic check,84.3,235.05,2.81
0228MAUWC,,Masculino,Não,0,0,19,1,Yes,DSL,No,No,Yes,Yes,No,No,Monthtomonth,No,Electronic check,59.55,1144.6,1.9849999999999999
0229LFJAF,,Masculino,Não,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer automatic,69.65,4908.25,2.3216666666666668
0230UBYPQ,,Masculino,Sim,1,0,63,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer automatic,36.1,2298.9,1.2033333333333334
0230WEQUW,,Masculino,Não,1,0,66,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer automatic,56.6,3789.2,1.8866666666666667
0231LXVAP,,Masculino,Não,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Monthtomonth,Yes,Electronic check,75.9,75.9,2.5300000000000002
0233FTHAV,,Feminino,Não,0,0,60,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer automatic,79.2,4765.0,2.64
0234TEVTT,,Feminino,Não,1,1,48,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card automatic,45.0,2196.3,1.5
0235KGSLC,,Feminino,Não,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Credit card automatic,85.55,85.55,2.8516666666666666
0236HFWSV,,Masculino,Não,0,0,15,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,93.35,1444.65,3.1116666666666664
0237YFUTL,,Feminino,Não,1,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,109.65,5405.8,3.6550000000000002
0238WHBIQ,,Masculino,Não,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card automatic,89.7,6339.3,2.99
0239OXEXL,,Feminino,Não,0,0,46,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Monthtomonth,No,Mailed check,84.25,3847.6,2.808333333333333
0244LGNFY,,Feminino,Não,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer automatic,92.65,6733.0,3.0883333333333334
0247SLUJI,,Masculino,Não,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.7,19.7,0.6566666666666666
0248IPDFW,,Feminino,Não,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,50.1,50.1,1.6700000000000002
0248PGHBZ,,Feminino,Sim,0,0,67,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer automatic,92.45,6140.85,3.0816666666666666
0253ZTEOB,,Feminino,Não,1,1,48,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,2.6550000000000002
0254FNMCI,,Feminino,Não,0,0,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,3.6633333333333336
